Sort	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	ICTV_ID	Genome	Last_Change	MSL_of_Last_Change	Proposal_for_Last_Change_
6219	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Qoptorquevirus		Qoptorquevirus delphin8	ICTV202420386	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6220	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Qoptorquevirus		Qoptorquevirus delphin9	ICTV202420393	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6221	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Qoptorquevirus		Qoptorquevirus delphin10	ICTV202420391	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6222	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Qoptorquevirus		Qoptorquevirus delphin11	ICTV202420388	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6223	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Qoptorquevirus		Qoptorquevirus delphin12	ICTV202420392	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6224	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Qoptorquevirus		Qoptorquevirus delphin13	ICTV202420385	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6225	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Qoptorquevirus		Qoptorquevirus delphin14	ICTV202420374	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6226	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Qoptorquevirus		Qoptorquevirus delphin15	ICTV202420390	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6227	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Qoptorquevirus		Qoptorquevirus delphin16	ICTV202420378	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6228	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Qoptorquevirus		Qoptorquevirus delphin17	ICTV202420389	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6229	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Qoptorquevirus		Qoptorquevirus delphin18	ICTV202420373	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6230	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Qoptorquevirus		Qoptorquevirus delphin19	ICTV202420377	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6231	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Qoptorquevirus		Qoptorquevirus delphin20	ICTV202420379	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6232	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Qoptorquevirus		Qoptorquevirus delphin21	ICTV202420376	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6233	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Qoptorquevirus		Qoptorquevirus delphin22	ICTV202420375	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6234	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Rhotorquevirus		Rhotorquevirus murid1	ICTV202009451	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6235	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Rhotorquevirus		Rhotorquevirus rodfelid1	ICTV202420423	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6236	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Sadetorquevirus		Sadetorquevirus hominid7	ICTV202317803	ssDNA(+/-)	Renamed,Moved,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6237	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Sadetorquevirus		Sadetorquevirus hominid8	ICTV202317804	ssDNA(+/-)	Renamed,Moved,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6238	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Samektorquevirus		Samektorquevirus hominid15	ICTV202317811	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6239	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Samektorquevirus		Samektorquevirus hominid16	ICTV202317812	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6240	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Samektorquevirus		Samektorquevirus hominid17	ICTV202317813	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6241	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Samektorquevirus		Samektorquevirus hominid18	ICTV202317814	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6242	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Sigmatorquevirus		Sigmatorquevirus otari1	ICTV20115611	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6243	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Sigmatorquevirus		Sigmatorquevirus otari2	ICTV202009453	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6244	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Sigmatorquevirus		Sigmatorquevirus otari3	ICTV202009454	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6245	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Tettorquevirus		Tettorquevirus felid6	ICTV202009458	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6246	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Thetatorquevirus		Thetatorquevirus muste1	ICTV202009460	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6247	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Thetatorquevirus		Thetatorquevirus procy5	ICTV202009461	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6248	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Thetatorquevirus		Thetatorquevirus procy6	ICTV202009462	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6249	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Thetatorquevirus		Thetatorquevirus ursid1	ICTV202009463	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6250	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Thetatorquevirus		Thetatorquevirus ursid2	ICTV202009464	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6251	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Thetatorquevirus		Thetatorquevirus ursid3	ICTV202009465	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6252	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Thetatorquevirus		Thetatorquevirus ursid4	ICTV202009466	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6253	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Thetatorquevirus		Thetatorquevirus ursid14	ICTV202420424	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6254	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Thetatorquevirus		Thetatorquevirus ursid15	ICTV202420425	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6255	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Upsilontorquevirus		Upsilontorquevirus procy1	ICTV202009469	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6256	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Upsilontorquevirus		Upsilontorquevirus procy2	ICTV202009470	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6257	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Upsilontorquevirus		Upsilontorquevirus procy3	ICTV202009471	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6258	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Upsilontorquevirus		Upsilontorquevirus procy7	ICTV202009472	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6259	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Upsilontorquevirus		Upsilontorquevirus procy8	ICTV202009473	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6260	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Upsilontorquevirus		Upsilontorquevirus procy9	ICTV202009474	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6261	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Upsilontorquevirus		Upsilontorquevirus ursid6	ICTV202009429	ssDNA(+/-)	Renamed,Moved,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6262	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Upsilontorquevirus		Upsilontorquevirus viver2	ICTV202009475	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6263	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Wawtorquevirus		Wawtorquevirus crice1	ICTV202009482	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6264	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Wawtorquevirus		Wawtorquevirus crice2	ICTV202009478	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6265	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Wawtorquevirus		Wawtorquevirus crice3	ICTV202009479	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6266	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Wawtorquevirus		Wawtorquevirus culic2	ICTV202009477	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6267	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Wawtorquevirus		Wawtorquevirus murid2	ICTV202009480	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6268	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Wawtorquevirus		Wawtorquevirus murid3	ICTV202009481	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6269	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Xitorquevirus		Xitorquevirus didel1	ICTV202009485	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6270	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Xitorquevirus		Xitorquevirus molos1	ICTV202009484	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6271	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Yodtorquevirus		Yodtorquevirus hominid9	ICTV202317805	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6272	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Yodtorquevirus		Yodtorquevirus hominid10	ICTV202317806	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6273	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Zayintorquevirus		Zayintorquevirus felid7	ICTV202420430	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6274	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Zayintorquevirus		Zayintorquevirus felid8	ICTV202420428	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6275	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Zayintorquevirus		Zayintorquevirus felid9	ICTV202420432	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6276	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Zayintorquevirus		Zayintorquevirus felid10	ICTV202420436	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6277	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Zayintorquevirus		Zayintorquevirus felid11	ICTV202420431	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6278	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Zayintorquevirus		Zayintorquevirus felid12	ICTV202420433	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6279	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Zayintorquevirus		Zayintorquevirus felid13	ICTV202420437	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6280	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Zayintorquevirus		Zayintorquevirus felid14	ICTV202420435	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6281	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Zayintorquevirus		Zayintorquevirus felid15	ICTV202420438	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6282	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Zayintorquevirus		Zayintorquevirus felid16	ICTV202420434	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6283	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Zayintorquevirus		Zayintorquevirus felid29	ICTV202420441	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6284	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Zayintorquevirus		Zayintorquevirus felid30	ICTV202420439	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6285	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Zayintorquevirus		Zayintorquevirus felid31	ICTV202420427	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6286	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Zayintorquevirus		Zayintorquevirus felid32	ICTV202420429	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6287	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Zayintorquevirus		Zayintorquevirus felid33	ICTV202420440	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6288	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Zayintorquevirus		Zayintorquevirus felid34	ICTV202420442	ssDNA(+/-)	New,	40	2024.009D.Anelloviridae_4ngen_70nsp.zip
6289	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Zayintorquevirus		Zayintorquevirus viver1	ICTV202009487	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6290	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Zayintorquevirus		Zayintorquevirus viver5	ICTV202009488	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6291	Monodnaviria		Shotokuvirae		Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Zetatorquevirus		Zetatorquevirus aotid1	ICTV20093142	ssDNA(-)	Moved,	40	2024.012D.Shotokuvirae_newphylum.zip
6292	Monodnaviria		Shotokuvirae		Cossaviricota		Mouviricetes		Polivirales		Bidnaviridae		Bidensovirus		Bombyx mori bidensovirus	ICTV20115677	ssDNA(+/-)	Removed as Type Species,	36	2020.001G.R.Abolish_type_species.pdf
6293	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus acelebensis	ICTV20153680	dsDNA	Renamed,	37	2021.007D.R.Polyomaviridae_2ngen_117rensp.zip
6294	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus aflavicollis	ICTV202009582	dsDNA	Renamed,	37	2021.007D.R.Polyomaviridae_2ngen_117rensp.zip
6295	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus apaniscus	ICTV20153683	dsDNA	Renamed,	37	2021.007D.R.Polyomaviridae_2ngen_117rensp.zip
6296	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus callosciuri	ICTV202009587	dsDNA	Renamed,	37	2021.007D.R.Polyomaviridae_2ngen_117rensp.zip
6297	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus cardiodermae	ICTV20153684	dsDNA	Renamed,	37	2021.007D.R.Polyomaviridae_2ngen_117rensp.zip
6298	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus carolliae	ICTV20153685	dsDNA	Renamed,	37	2021.007D.R.Polyomaviridae_2ngen_117rensp.zip
6299	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus castoris	ICTV202420097	dsDNA	New,	40	2024.003D.Polyomaviridae_4ns.zip
6300	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus chlopygerythrus	ICTV20153686	dsDNA	Renamed,	37	2021.007D.R.Polyomaviridae_2ngen_117rensp.zip
6301	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus dobsoniae	ICTV20153688	dsDNA	Renamed,	37	2021.007D.R.Polyomaviridae_2ngen_117rensp.zip
6302	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus eidoli	ICTV20153689	dsDNA	Renamed,	37	2021.007D.R.Polyomaviridae_2ngen_117rensp.zip
6303	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus epserotini	ICTV202420098	dsDNA	New,	40	2024.003D.Polyomaviridae_4ns.zip
6304	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus gorillae	ICTV20153690	dsDNA	Renamed,	37	2021.007D.R.Polyomaviridae_2ngen_117rensp.zip
6305	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus macacae	ICTV20153696	dsDNA	Renamed,	37	2021.007D.R.Polyomaviridae_2ngen_117rensp.zip
6306	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus mauratus	ICTV19951410	dsDNA	Renamed,	37	2021.007D.R.Polyomaviridae_2ngen_117rensp.zip
6307	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus mischreibersii	ICTV201856343	dsDNA	Renamed,	37	2021.007D.R.Polyomaviridae_2ngen_117rensp.zip
6308	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus molossi	ICTV20153697	dsDNA	Renamed,	37	2021.007D.R.Polyomaviridae_2ngen_117rensp.zip
6309	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus muris	ICTV19710057	dsDNA	Renamed,	37	2021.007D.R.Polyomaviridae_2ngen_117rensp.zip
6310	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus myodaubentonii	ICTV202420099	dsDNA	New,	40	2024.003D.Polyomaviridae_4ns.zip
6311	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus nonihominis	ICTV20153693	dsDNA	Renamed,	37	2021.007D.R.Polyomaviridae_2ngen_117rensp.zip
6312	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus octihominis	ICTV20153692	dsDNA	Renamed,	37	2021.007D.R.Polyomaviridae_2ngen_117rensp.zip
6313	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus omartiensseni	ICTV20153698	dsDNA	Renamed,	37	2021.007D.R.Polyomaviridae_2ngen_117rensp.zip
6314	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus pacynocephalus	ICTV20153707	dsDNA	Renamed,	37	2021.007D.R.Polyomaviridae_2ngen_117rensp.zip
6315	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus panos	ICTV20153700	dsDNA	Renamed,	37	2021.007D.R.Polyomaviridae_2ngen_117rensp.zip
6316	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus philantombae	ICTV202009586	dsDNA	Renamed,	37	2021.007D.R.Polyomaviridae_2ngen_117rensp.zip
6317	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus pibadius	ICTV20175904	dsDNA	Renamed,	37	2021.007D.R.Polyomaviridae_2ngen_117rensp.zip
6318	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus pirufomitratus	ICTV20153708	dsDNA	Renamed,	37	2021.007D.R.Polyomaviridae_2ngen_117rensp.zip
6319	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus ponabelii	ICTV20153709	dsDNA	Renamed,	37	2021.007D.R.Polyomaviridae_2ngen_117rensp.zip
6320	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus ponpygmaeus	ICTV20153710	dsDNA	Renamed,	37	2021.007D.R.Polyomaviridae_2ngen_117rensp.zip
6321	Monodnaviria		Shotokuvirae		Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus procyonis	ICTV20153711	dsDNA	Renamed,	37	2021.007D.R.Polyomaviridae_2ngen_117rensp.zip
